2026-03-25 00:14:45,1,Rahul Singh,IN,BCA
2026-03-25 00:14:45,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:45,1,Rahul Singh,IN,BCA
2026-03-25 00:14:46,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:46,1,Rahul Singh,IN,BCA
2026-03-25 00:14:46,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:46,1,Rahul Singh,IN,BCA
2026-03-25 00:14:46,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:47,1,Rahul Singh,IN,BCA
2026-03-25 00:14:47,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:47,1,Rahul Singh,IN,BCA
2026-03-25 00:14:47,1,Rahul Singh,OUT,BCA
2026-03-25 00:14:51,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:51,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:51,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:52,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:52,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:52,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:52,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:53,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:53,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:53,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:53,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:53,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:54,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:54,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:54,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:54,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:54,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:55,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:55,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:55,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:55,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:56,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:56,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:56,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:57,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:57,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:57,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:57,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:58,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:58,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:58,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:58,2,Rakesh Singh,OUT,BCA
2026-03-25 00:14:59,2,Rakesh Singh,IN,BCA
2026-03-25 00:14:59,2,Rakesh Singh,OUT,BCA
2026-03-25 23:33:44,3,jai mahakal,IN,BA
2026-03-25 23:33:44,3,jai mahakal,OUT,BA
2026-03-25 23:33:45,3,jai mahakal,IN,BA
2026-03-25 23:33:45,3,jai mahakal,OUT,BA
2026-03-25 23:33:46,3,jai mahakal,IN,BA
2026-03-25 23:33:46,3,jai mahakal,OUT,BA
2026-03-25 23:33:46,3,jai mahakal,IN,BA
2026-03-25 23:33:47,3,jai mahakal,OUT,BA
2026-03-25 23:33:47,3,jai mahakal,IN,BA
2026-03-25 23:33:47,3,jai mahakal,OUT,BA
2026-03-25 23:33:47,3,jai mahakal,IN,BA
2026-03-25 23:33:47,3,jai mahakal,OUT,BA
2026-03-25 23:33:47,3,jai mahakal,IN,BA
2026-03-25 23:33:48,3,jai mahakal,OUT,BA
2026-03-25 23:33:48,3,jai mahakal,IN,BA
2026-03-25 23:33:48,3,jai mahakal,OUT,BA
2026-03-25 23:33:48,3,jai mahakal,IN,BA
